clip_id,text_label,text_confidence,acoustic_label,acoustic_confidence,final_label,confidence,flagged_for_review,mean_pitch,pitch_range,pitch_std,mean_energy,energy_std,mean_zcr,duration,clean_text,word_count,label_id
clip_0840,Calm,0.8451,Calm,0.65,Calm,0.7671,False,106.33,120.91,20.75,0.09011,0.04315,0.2025,20.0,"turn 7, 8 minus 0.5 turn 7, 8 minus 0.5, 50 to go get all the higher the tires aye, that's good, so far 50 to go, turn 7 minus 0.5",21,0
clip_0125,Calm,0.9258,Calm,0.65,Calm,0.8155,False,117.8,130.21,31.11,0.05306,0.06119,0.0912,8.928,"yeah, all good. yeah, stop tired. so, quite a bit of a mix. only two stop starters. left hand and right hand. ap9.",22,0
clip_0623,High Stress,0.8677,Calm,0.65,High Stress,0.5206,False,124.85,142.8,40.52,0.08965,0.04364,0.1838,20.0,"which is first time on weekend, i don't know why cause copy wool check temperatures keep it based up in the inlet first car pushing behind bottle and nine seconds bottle level seven behind bottle level now 4.5",37,2
clip_0699,High Stress,0.5947,High Stress,0.7,High Stress,0.6368,False,126.75,173.4,50.35,0.08734,0.04841,0.2098,20.0,"now. sorry, that's a mistake once. max rev-met gear 1, turn 6. to avoid lag. if i want one, i can see that i'm going to see.",24,2
clip_1162,Calm,0.5383,Calm,0.65,Calm,0.583,False,115.35,99.59,20.67,0.06395,0.06493,0.2039,19.936,"4 deeper if possible. alright, coming out of 16 we're still happy for 4 burnouts. alright, and reminder for k2 before the start. last car on the grid. mode race.",26,0
clip_0780,Calm,0.8591,High Stress,0.7,Calm,0.5154,False,121.29,266.13,69.07,0.06713,0.0576,0.1837,20.0,"okay, good job tene niko. we'll get the points next time. tanful is there.",14,0
clip_0487,Calm,0.9696,Calm,0.65,Calm,0.8418,False,143.5,105.64,27.92,0.08078,0.05853,0.2323,6.624,in the corners you want decent pushing a decent pushing seven eight i'll tell you if it's too much but yeah basically,22,0
clip_0010,Calm,0.9232,Calm,0.65,Calm,0.8139,False,99.42,135.57,21.6,0.08795,0.04718,0.2215,20.0,"to help the rotation, it's high ground energy. so, push, push now, reset, you've got to switch it. push. there's a feedback on balance, cross-quad balance. there's an increase in up the steer cross. alright, it's helped.",36,0
clip_0133,Calm,0.8832,Calm,0.65,Calm,0.7899,False,123.71,84.86,18.31,0.0318,0.03796,0.1397,20.0,"and now 1 bit fire, 1 second, 1 fire, 1 bit on and let's wait for it to be in north to north east. try to hit strong anyway, 2.6. okay. okay, on. that's it. you still go start, no old breaths.",37,0
clip_0650,Calm,0.3772,Calm,0.65,High Stress,0.4863,False,108.16,85.96,23.02,0.08164,0.05679,0.1494,2.88,"i don't know what it is, it's just i can feel it on my arm.",15,2
clip_0340,Frustrated,0.4715,Calm,0.65,Frustrated,0.2829,False,99.67,129.78,39.04,0.08794,0.04735,0.1753,20.0,"3 seconds, 5 behind him to the staffer, 4 seconds weird, i have a lot of understeer in the last corner, i put the lap as well 3 to the staffer on a lap, 2 seconds",31,1
clip_0168,Calm,0.9428,Calm,0.65,Calm,0.8257,False,113.51,123.24,28.27,0.08538,0.05172,0.1704,20.0,"this is the rest of the video, have a view. we are 7-2-0. i have a 5-loss on the signal over the deck mode. 1-1. well, obviously if i'm in this group it means some status.",33,0
clip_0824,Frustrated,0.7752,High Stress,0.75,Frustrated,0.4651,False,260.48,1926.33,510.37,0.08634,0.0502,0.2005,20.0,"yeah, copy the video was so shit. yeah, copy, had your 4 and a half. this left, had your 4. had your 2 and a half. so ollie, how much of that lap was traffic at print 6 for example? no, no, it was right 4.",41,1
clip_0066,Calm,0.9468,High Stress,0.7,High Stress,0.5681,False,177.29,428.64,96.69,0.0858,0.05118,0.148,20.0,"we have had your pushing 10, but we have put the attitude in this course. at your 10, there is 20, so push it. the lead is at the face for the front tires and the weaving. we would like reading on the second half of the back straight and quarter in the last corner. at your pushing 10.",55,2
clip_0158,Frustrated,0.6584,High Stress,0.7,High Stress,0.395,False,109.72,189.1,32.19,0.07166,0.04757,0.1594,20.0,"go! and rest them! set the gap in the lap. so you put your brakes on your tires. and you're gonna set the gap. and you're gonna leave a little bit. and you first guys, put that! so i can look at how many laps to go?",49,2
clip_0252,Calm,0.9128,Calm,0.65,Calm,0.8077,False,116.85,97.16,19.27,0.07281,0.05887,0.1769,19.968,"ok, to fire up. so, when we drop the car by point, hit limiter on mode k2. there will be then mode formation into turn 1. formation light will be sm off and cool down the car turn 14 with low revs and then watch for the bar.",45,0
clip_0119,Calm,0.687,Calm,0.65,Calm,0.6722,False,94.91,130.59,23.44,0.0883,0.04661,0.1457,20.0,"i can't see you i can't see you i can't see back on flap not behind i'm happy with flap he's 16th, still porto leto close his lap okay, that's p17 porto leto p2 and i'm third of us, lothon 34 from 1",38,0
clip_1307,Calm,0.8694,Calm,0.65,Calm,0.7816,False,129.62,125.25,26.97,0.05872,0.05463,0.2517,2.464,"yeah, it was good start, liz. i have.",8,0
clip_0524,Calm,0.593,High Stress,0.7,Calm,0.3558,False,151.7,1910.67,193.93,0.08421,0.05339,0.1842,20.0,"pinto outlap the 6 perez time lap turns 6. perez turn 8. perez turn 11. perez just leaving 13. and we're boxing this lap, stopping in front of our garage. chocola pinto is just a",30,0
clip_0839,Calm,0.9613,Calm,0.65,Calm,0.8368,False,98.57,45.31,9.25,0.08454,0.04844,0.1988,20.0,"4 bar nights is possible, we can do 4 bar nights ollie, mode slow and 4 bar nights. 81 if you can. ok ollie, your feet will be longer as the head down, turn 7, 8, minus 1. and that's 50 feet up to go.",37,0
clip_1038,Calm,0.4102,High Stress,0.7,High Stress,0.28,False,175.6,331.33,70.89,0.08314,0.0552,0.1529,20.0,"the grand prix winners there isn't many and now you're part of it. it was a lot of mega-race, really really happy. thank you thomas, thank you everyone. george russell makes it a mercedes one too and lewis hamilton finally has a ferrari grand prix podium. well done lewis, sorry there is",51,2
clip_1155,Calm,0.8503,Calm,0.65,Calm,0.7702,False,104.43,58.58,8.49,0.06372,0.05592,0.1824,6.24,head of you to the right as an empty slot for your support to let out is a print lane start along with albin and norris.,26,0
clip_0551,Calm,0.7694,Calm,0.65,Calm,0.7216,False,120.24,144.25,37.13,0.0906,0.04213,0.1905,20.0,"4, 5, 6, 7 and green 6, position 2, green 6, position 2 botas 5 botas 3, wind similar to this morning nascar pushing, cola pinto",16,0
clip_1024,Frustrated,0.667,High Stress,0.7,Frustrated,0.4002,False,97.63,162.53,41.76,0.05259,0.0626,0.1751,20.0,"i don't fuck up. alright mate, that's good, let's focus now. i want to go up to fucks every, every one. understood, 5 seconds.",23,1
clip_1354,Frustrated,0.6716,High Stress,0.75,Frustrated,0.403,False,261.4,437.85,117.72,0.07537,0.06502,0.157,3.744,come on man. do me a favor please. get out of here.,12,1
clip_0259,Calm,0.6833,High Stress,0.7,Calm,0.41,False,114.83,157.15,36.0,0.0777,0.05315,0.213,20.0,six seconds let me know flat for hard please fronting clock okay like this understood watch out erasing color pinto and limbo like exit it exit,26,0
clip_0382,Calm,0.9523,Calm,0.65,Calm,0.8314,False,95.25,117.47,34.28,0.08052,0.04703,0.1779,20.0,"safety cars, safety cars, box, box, strap one. so, community safe, box, one for those of us. reset diff entry. i've made a pitch. there you go. just don't push the ferrari back. reset diff entry, give mid. you've got fuller pins.",42,0
clip_0135,Calm,0.9071,High Stress,0.7,Frustrated,0.5443,False,154.23,1966.87,257.87,0.06541,0.04491,0.145,20.0,i have a low speed i do a measure of 1 to 2 i'm just going to do 6 to 12 i'm going to manage the captain now i'm going to manage the captain i'm going to slow for the platoon i'm going to be the one to pass i'm going to be the one to i'm going to be the one to i'm going to make sure you have a captain on,69,1
clip_1315,Calm,0.9562,Calm,0.65,Calm,0.8337,False,121.69,45.64,12.67,0.038,0.03798,0.2172,2.752,"red slack, red slack, red slack, red slack",8,0
clip_1240,Calm,0.9538,High Stress,0.7,Frustrated,0.5723,False,151.76,197.14,46.8,0.08356,0.05491,0.1777,34.968,"process into a report that's actually easy to understand. using a car vertical report, you can see if a car has had previous damage, if the mileage was rolled back, whether it was stolen and what equipment originally came with it. in some cases, you can even see photos of the car after an accident. the car looks fine today, but the report clearly shows accident history, mileage issues and damaged photos. the kind of details sellers don't usually bring up on their own. if you buy a car vertical report and it comes back without any findings, your credits are automatically refunded, so there's no risk. so before you buy a used car and get an unpleasant surprise later, make sure you check it first.",126,1
clip_0117,Calm,0.882,Calm,0.65,Calm,0.7892,False,103.56,100.76,22.47,0.08975,0.04382,0.1646,20.0,"i'll put the cap, 23, 24, 35 make sure to go push i'll put it there to let's push the rear touch-collef, that's good it's good improvement, good improvement okay, that's 14, he's 14",28,0
clip_0035,High Stress,0.5296,Frustrated,0.6,Calm,0.3178,False,222.07,376.19,90.2,0.04372,0.05532,0.0954,5.856,"yep, then. how long it took me? 50 seconds to go in, for your opinion, tensu.",15,0
clip_1044,Calm,0.6507,Calm,0.65,Calm,0.6504,False,98.06,134.41,35.41,0.0649,0.05957,0.1026,14.976,"special, 160 names on the honour board. the newest, kimmy antonelli.",10,0
clip_0651,Frustrated,0.9501,Calm,0.65,Frustrated,0.57,False,105.35,74.8,19.09,0.07884,0.06059,0.1783,2.912,that's worse. that's worse. i hope it needs to get back where it was.,14,1
clip_0017,Calm,0.8369,High Stress,0.7,Calm,0.5022,False,102.93,152.57,28.73,0.08731,0.0484,0.1922,20.0,got better got some working ball pushing quite otherwise quite behind out that preference would be to do the same again with the weaving yeah again,26,0
clip_0529,Calm,0.8635,Calm,0.65,Calm,0.7781,False,139.19,119.75,30.49,0.08664,0.04965,0.1563,20.0,"and up is hamilton turn 11. car behind you though is leclerc on and out that, hamilton's three back and turns 12 on a time lap. think it will be clear ahead when you get there. hamilton's approaching turn 14. assumed for now, single cool, hit the reds up.",46,0
clip_1036,Calm,0.322,High Stress,0.75,High Stress,0.3,False,254.88,644.12,156.37,0.0821,0.0569,0.1646,20.0,"kimmy antonelli wins! yes kimmy, come on my son! yes! yes man! we did it! we did it! we did it man! well done there mates first race win. this is one you're gonna remember forever though. thank you everyone. thank you so much",45,2
clip_0508,Calm,0.4178,High Stress,0.7,Calm,0.28,False,137.25,382.96,80.48,0.08773,0.04771,0.1624,20.0,"tires. sink eighth gear if you can. for stopping, five behind. gap ahead is all good. just remember a good break into 14. for stopping, four behind. finishing a push. for stopping, four. three. remember, go one, go one. for stopping, still three behind. gap ahead is okay.",47,0
clip_0977,Calm,0.9596,High Stress,0.7,Calm,0.5758,False,116.65,159.74,35.98,0.07885,0.05031,0.1714,20.0,copy. wait some more.,4,0
clip_0003,Calm,0.829,Calm,0.65,Calm,0.7574,False,106.83,37.18,7.31,0.0697,0.0636,0.1623,2.08,"okay, it's far, 40 seconds, four zero.",6,0
clip_0169,Calm,0.8118,High Stress,0.7,Calm,0.4871,False,107.02,195.04,30.15,0.08799,0.04714,0.1744,20.0,"stay to screen. watch out, at point four, the soldier. at point two, we lost our attack. we still have our attack point.",23,0
clip_0444,High Stress,0.6646,High Stress,0.7,Calm,0.3988,False,124.9,191.35,47.48,0.08413,0.0539,0.1928,20.0,"look there, get that little 1.4, turn one level pushing is still going up. 1.1. whatever, it's losing into that second. george used a boost press into 14. we have that yellow down at turn three. you are in your safety car window.",40,0
clip_0261,Calm,0.8954,Calm,0.65,Calm,0.7972,False,120.79,135.17,28.82,0.07739,0.04217,0.1884,20.0,we need mode sc please mode sc we should target minus 25 for tires on the dash minus 25 magic available if you need recovery vehicle turn 2 double yellow turn 2,28,0
clip_0536,Calm,0.8256,High Stress,0.7,High Stress,0.4954,False,122.41,156.01,33.11,0.08868,0.04602,0.1473,20.0,"single pull, antonelli's out of the final corner, he revs up, he will open the lap. that's antonelli in turn 1, antonelli turn 3, then there's about 8 seconds to rustle. antonelli right behind, main opportunities.",33,2
clip_1300,Frustrated,0.6613,High Stress,0.75,Frustrated,0.3968,False,274.12,957.19,284.36,0.05693,0.04434,0.153,35.0,"don't spare him! luis hamilton, luis hamilton, luis hamilton! well i think yuki sinaldo feels in some way luis hamilton impeded it, which we didn't necessarily see. okay yuki, let's push! one step more on tyres, we are good on tyres, we need to call for signs. push, push! mate, i am! look! i can't push it more because there is a car, i'm also at default. i'm not dirty here! copy.",72,1
clip_0426,Calm,0.9642,High Stress,0.75,Calm,0.5785,False,650.8,1902.17,861.99,0.08034,0.05812,0.3199,2.624,so that's that could be all clear,7,0
clip_0730,Calm,0.7784,Calm,0.65,Calm,0.727,False,92.05,65.18,14.7,0.08437,0.04626,0.1761,12.32,"car behind hamilton, two seconds is opening now. okay, let's box this lap. worma feels good from my side like this. wormcar and no traffic.",25,0
clip_0330,Calm,0.8847,High Stress,0.7,Calm,0.5308,False,130.32,273.93,78.27,0.06426,0.0431,0.1767,13.312,"up on the marks we can make the adjust still do another run. box, box. up on the marks and switch off. switching off? hey, permit me. we'll switch off, pull back in.",33,0
clip_1224,Calm,0.8582,Calm,0.65,Calm,0.7749,False,89.7,26.98,5.09,0.05823,0.04264,0.1536,23.912,"understood, stay patient, you're clearly quicker. we need the same thing again, you can't do that. if i don't move out of the way, it's launching me off the track. good job. i guess about time five laps to go, but ahead.",42,0
clip_0885,Calm,0.9471,Calm,0.65,Calm,0.8282,False,120.5,74.01,16.39,0.08467,0.05258,0.1387,4.8,"maybe a couple of notes on tracks, all the sm ports are all back in place now.",17,0
clip_0562,Calm,0.7538,High Stress,0.7,Calm,0.4523,False,116.34,161.97,33.15,0.08984,0.04365,0.1811,20.0,"5, 6, 7, 8 norris 10 behind, on an outlapped, shall in front, 7 seconds same wind, same path 10 we are p3, shall p1, 110, faster",17,0
clip_0051,Calm,0.8819,Calm,0.65,Calm,0.7892,False,194.47,90.84,17.68,0.08194,0.05663,0.2003,4.064,"so, abit, we can do pushtoggle.16, what do you think?",9,0
clip_0014,Calm,0.9287,Calm,0.65,Calm,0.8172,False,96.0,138.74,26.56,0.0846,0.0529,0.1818,20.0,"get 378, still high back. level that in 4. level that in 3. the push cross go up to 1. and you're 8. now with you.",21,0
clip_0514,Calm,0.8134,Calm,0.65,Calm,0.748,False,118.05,130.59,39.19,0.08901,0.04534,0.1511,20.0,"now on the push. okay, so next pushing is a big gap, so a big gap behind. so you've got lin blatt ahead, you're in sync with him. no one pushing behind. so it's pushing",35,0
clip_1322,Calm,0.9282,Calm,0.65,Calm,0.8169,False,131.47,15.3,4.58,0.09107,0.03947,0.3316,2.272,i will let you know as soon as i'm off.,10,0
clip_0343,Calm,0.867,Calm,0.65,Calm,0.7802,False,113.03,138.72,44.95,0.08765,0.04786,0.1801,19.968,i can make a box box prepare another from wingham i run wide open it by previous lab i reckon there's something to happen there shut mode strap 13 strap 13 box box box box will stop you short,37,0
